network,state,site_name,description,start,end,latitude,longitude,elev,county,site_id,Year,Month,Day,yearday,date,snow_water_equivalent,precipitation_cumulative,temperature_max,temperature_min,temperature_mean,precipitation,study_year,daymet_maxtemp,daymet_mintemp,daymet_precip,daymet_meantemp,swe_plus,prevday_swe,prevday_maxtemp,prevday_mintemp,prevday_meantemp,prevday_precip,prevday_cumulative_precip
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2016,1,19,19,2016-01-19,175.3,144.8,-21.1,-22.5,-21.8,2.5,36,-29.07,-37.07,0,-33.07,176.3,175.3,-32.02,-39.47,-35.745000000000005,0,144.8
SNTL,AK,anchor river divide,Headwaters Anchor River (190203010701),1980-10-01,2024-05-02,59.86,-151.32,504,Kenai Peninsula,1062,2016,1,19,19,2016-01-19,274.3,454.7,2.2,-3.4,-0.6,0,36,-7.92,-15.33,0,-11.625,275.3,274.3,-6.92,-14.56,-10.74,0,454.7
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2016,1,20,20,2016-01-20,177.8,147.3,-19.7,-22.4,-21.2,0,36,-16.53,-31.34,0,-23.935,178.8,175.3,-29.07,-37.07,-33.07,0,144.8
SNTL,AK,anchor river divide,Headwaters Anchor River (190203010701),1980-10-01,2024-05-02,59.86,-151.32,504,Kenai Peninsula,1062,2016,1,20,20,2016-01-20,276.9,454.7,2.2,-3.1,-0.3,0,36,-3.82,-13.18,4.26,-8.5,277.9,274.3,-7.92,-15.33,-11.625,0,454.7
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2016,1,21,21,2016-01-21,177.8,147.3,-18.4,-21.3,-20.1,0,36,-18.88,-30.43,0,-24.655,178.8,177.8,-16.53,-31.34,-23.935,0,147.3
SNTL,AK,anchor river divide,Headwaters Anchor River (190203010701),1980-10-01,2024-05-02,59.86,-151.32,504,Kenai Peninsula,1062,2016,1,21,21,2016-01-21,279.4,454.7,1.4,-2.6,-0.7,2.5,36,-5.44,-12.42,0,-8.93,280.4,276.9,-3.82,-13.18,-8.5,4.26,454.7
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2016,1,22,22,2016-01-22,177.8,147.3,-20.6,-23.7,-22.6,0,36,-24.04,-32.92,0,-28.48,178.8,177.8,-18.88,-30.43,-24.655,0,147.3
SNTL,AK,anchor river divide,Headwaters Anchor River (190203010701),1980-10-01,2024-05-02,59.86,-151.32,504,Kenai Peninsula,1062,2016,1,22,22,2016-01-22,281.9,457.2,2.8,-3.1,-0.1,0,36,-8.83,-16.89,0,-12.86,282.9,279.4,-5.44,-12.42,-8.93,0,454.7
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2016,1,23,23,2016-01-23,177.8,147.3,-4.8,-21.9,-11.3,0,36,-12.63,-29.25,0,-20.94,178.8,177.8,-24.04,-32.92,-28.48,0,147.3
SNTL,AK,anchor river divide,Headwaters Anchor River (190203010701),1980-10-01,2024-05-02,59.86,-151.32,504,Kenai Peninsula,1062,2016,1,23,23,2016-01-23,284.5,457.2,2.3,-2.7,-0.6,0,36,-11.78,-17.88,0,-14.829999999999998,285.5,281.9,-8.83,-16.89,-12.86,0,457.2
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2016,1,24,24,2016-01-24,177.8,147.3,-2.8,-6.1,-4.8,0,36,-10.63,-17.13,0,-13.88,178.8,177.8,-12.63,-29.25,-20.94,0,147.3
SNTL,AK,anchor river divide,Headwaters Anchor River (190203010701),1980-10-01,2024-05-02,59.86,-151.32,504,Kenai Peninsula,1062,2016,1,24,24,2016-01-24,284.5,457.2,4.1,-1,0.8,0,36,-12.81,-18.7,0,-15.755,285.5,284.5,-11.78,-17.88,-14.829999999999998,0,457.2
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2016,1,25,25,2016-01-25,177.8,147.3,-1.7,-4.3,-2.6,0,36,-3.58,-15.01,4.79,-9.295,178.8,177.8,-10.63,-17.13,-13.88,0,147.3
SNTL,AK,anchor river divide,Headwaters Anchor River (190203010701),1980-10-01,2024-05-02,59.86,-151.32,504,Kenai Peninsula,1062,2016,1,25,25,2016-01-25,284.5,457.2,2.9,-0.4,1.3,7.6,36,-15.87,-21.4,0,-18.635,285.5,284.5,-12.81,-18.7,-15.755,0,457.2
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2016,1,26,26,2016-01-26,177.8,147.3,-2.2,-3.6,-2.8,0,36,0.76,-6.78,0,-3.01,178.8,177.8,-3.58,-15.01,-9.295,4.79,147.3
SNTL,AK,anchor river divide,Headwaters Anchor River (190203010701),1980-10-01,2024-05-02,59.86,-151.32,504,Kenai Peninsula,1062,2016,1,26,26,2016-01-26,289.6,464.8,2.3,-1.7,-0.6,2.5,36,-15.39,-23.04,0,-19.215,290.6,284.5,-15.87,-21.4,-18.635,0,457.2
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2016,1,27,27,2016-01-27,177.8,147.3,-1.3,-4,-2.6,0,36,-0.15,-9,0,-4.575,178.8,177.8,0.76,-6.78,-3.01,0,147.3
SNTL,AK,anchor river divide,Headwaters Anchor River (190203010701),1980-10-01,2024-05-02,59.86,-151.32,504,Kenai Peninsula,1062,2016,1,27,27,2016-01-27,289.6,467.4,1.4,-2.5,-0.3,5.1,36,-15.47,-21.09,3.58,-18.28,290.6,289.6,-15.39,-23.04,-19.215,0,464.8
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2016,1,28,28,2016-01-28,177.8,147.3,0.4,-1.6,-0.6,0,36,-4.55,-13.56,4.57,-9.055,178.8,177.8,-0.15,-9,-4.575,0,147.3
SNTL,AK,anchor river divide,Headwaters Anchor River (190203010701),1980-10-01,2024-05-02,59.86,-151.32,504,Kenai Peninsula,1062,2016,1,28,28,2016-01-28,294.6,472.4,1.5,-2.6,0.1,2.5,36,-9.87,-19.1,0,-14.485,295.6,289.6,-15.47,-21.09,-18.28,3.58,467.4
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2016,1,30,30,2016-01-30,177.8,147.3,-6.1,-9.1,-7.5,0,36,-9.29,-20.72,0,-15.005,178.8,177.8,-4.55,-13.56,-9.055,4.57,147.3
SNTL,AK,anchor river divide,Headwaters Anchor River (190203010701),1980-10-01,2024-05-02,59.86,-151.32,504,Kenai Peninsula,1062,2016,1,30,30,2016-01-30,294.6,475,2.3,-5.8,-1.9,0,36,-5.96,-16.39,3.26,-11.175,295.6,294.6,-9.87,-19.1,-14.485,0,472.4
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2016,1,31,31,2016-01-31,177.8,147.3,-4.7,-8.9,-7.3,0,36,-6.03,-12.23,0,-9.13,178.8,177.8,-9.29,-20.72,-15.005,0,147.3
SNTL,AK,anchor river divide,Headwaters Anchor River (190203010701),1980-10-01,2024-05-02,59.86,-151.32,504,Kenai Peninsula,1062,2016,1,31,31,2016-01-31,294.6,475,3.5,-1.9,0.3,0,36,-9.36,-16.19,0,-12.775,295.6,294.6,-5.96,-16.39,-11.175,3.26,475
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2016,3,1,60,2016-03-01,180.3,152.4,-0.2,-6.1,-3.9,0,36,-18.89,-29.83,0,-24.36,181.3,177.8,-6.03,-12.23,-9.13,0,147.3
SNTL,AK,anchor river divide,Headwaters Anchor River (190203010701),1980-10-01,2024-05-02,59.86,-151.32,504,Kenai Peninsula,1062,2016,3,1,60,2016-03-01,416.6,594.4,4.2,-2.6,0.4,0,36,-1.82,-14.42,4.17,-8.12,417.6,294.6,-9.36,-16.19,-12.775,0,475
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2016,3,2,61,2016-03-02,180.3,152.4,-1.4,-7.3,-4.8,0,36,-16.86,-33.67,0,-25.265,181.3,180.3,-18.89,-29.83,-24.36,0,152.4
SNTL,AK,anchor river divide,Headwaters Anchor River (190203010701),1980-10-01,2024-05-02,59.86,-151.32,504,Kenai Peninsula,1062,2016,3,2,61,2016-03-02,416.6,594.4,7.6,-5.7,-0.1,0,36,0.59,-6.48,8.83,-2.9450000000000003,417.6,416.6,-1.82,-14.42,-8.12,4.17,594.4
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2016,3,3,62,2016-03-03,180.3,152.4,-5.1,-11.8,-8.4,0,36,-20.11,-33.78,0,-26.945,181.3,180.3,-16.86,-33.67,-25.265,0,152.4
SNTL,AK,anchor river divide,Headwaters Anchor River (190203010701),1980-10-01,2024-05-02,59.86,-151.32,504,Kenai Peninsula,1062,2016,3,3,62,2016-03-03,416.6,594.4,3.4,-7.4,-1.8,0,36,-4.38,-13.82,4.17,-9.1,417.6,416.6,0.59,-6.48,-2.9450000000000003,8.83,594.4
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2016,3,4,63,2016-03-04,180.3,152.4,-8.7,-14.3,-11.9,2.5,36,-17.45,-24.43,0,-20.94,181.3,180.3,-20.11,-33.78,-26.945,0,152.4
SNTL,AK,anchor river divide,Headwaters Anchor River (190203010701),1980-10-01,2024-05-02,59.86,-151.32,504,Kenai Peninsula,1062,2016,3,4,63,2016-03-04,416.6,594.4,-3.6,-9.3,-5.8,0,36,-8.29,-18.4,0,-13.345,417.6,416.6,-4.38,-13.82,-9.1,4.17,594.4
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2016,3,5,64,2016-03-05,180.3,154.9,-11,-15.8,-13.9,0,36,-20.7,-30.96,0,-25.83,181.3,180.3,-17.45,-24.43,-20.94,0,152.4
SNTL,AK,anchor river divide,Headwaters Anchor River (190203010701),1980-10-01,2024-05-02,59.86,-151.32,504,Kenai Peninsula,1062,2016,3,5,64,2016-03-05,416.6,594.4,3.9,-4.3,-0.7,0,36,-11.51,-21.58,0,-16.544999999999998,417.6,416.6,-8.29,-18.4,-13.345,0,594.4
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2016,3,6,65,2016-03-06,180.3,154.9,-9.6,-15.7,-13.4,0,36,-18.94,-33.89,0,-26.415,181.3,180.3,-20.7,-30.96,-25.83,0,154.9
SNTL,AK,anchor river divide,Headwaters Anchor River (190203010701),1980-10-01,2024-05-02,59.86,-151.32,504,Kenai Peninsula,1062,2016,3,6,65,2016-03-06,416.6,594.4,7.2,-2.3,1.4,0,36,-7.67,-17.85,0,-12.760000000000002,417.6,416.6,-11.51,-21.58,-16.544999999999998,0,594.4
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2016,3,7,66,2016-03-07,180.3,154.9,-7.7,-15.7,-12.8,0,36,-14.86,-32.4,0,-23.63,181.3,180.3,-18.94,-33.89,-26.415,0,154.9
SNTL,AK,anchor river divide,Headwaters Anchor River (190203010701),1980-10-01,2024-05-02,59.86,-151.32,504,Kenai Peninsula,1062,2016,3,7,66,2016-03-07,416.6,594.4,5.7,-1.8,0.7,0,36,-2.53,-17.91,0,-10.22,417.6,416.6,-7.67,-17.85,-12.760000000000002,0,594.4
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2016,3,8,67,2016-03-08,180.3,154.9,-1.4,-13.1,-6.6,0,36,-15.94,-33.25,0,-24.595,181.3,180.3,-14.86,-32.4,-23.63,0,154.9
SNTL,AK,anchor river divide,Headwaters Anchor River (190203010701),1980-10-01,2024-05-02,59.86,-151.32,504,Kenai Peninsula,1062,2016,3,8,67,2016-03-08,416.6,594.4,5.3,-5.6,-0.6,0,36,-1.22,-8.47,0,-4.845000000000001,417.6,416.6,-2.53,-17.91,-10.22,0,594.4
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2016,3,9,68,2016-03-09,180.3,154.9,-0.8,-6.9,-4.5,0,36,-12.78,-30.75,0,-21.765,181.3,180.3,-15.94,-33.25,-24.595,0,154.9
SNTL,AK,anchor river divide,Headwaters Anchor River (190203010701),1980-10-01,2024-05-02,59.86,-151.32,504,Kenai Peninsula,1062,2016,3,9,68,2016-03-09,416.6,594.4,7,-5.6,0.1,0,36,1.75,-5.04,7,-1.645,417.6,416.6,-1.22,-8.47,-4.845000000000001,0,594.4
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2016,3,10,69,2016-03-10,180.3,154.9,-1,-8.3,-4.9,0,36,-12.74,-16.63,0,-14.685,181.3,180.3,-12.78,-30.75,-21.765,0,154.9
SNTL,AK,anchor river divide,Headwaters Anchor River (190203010701),1980-10-01,2024-05-02,59.86,-151.32,504,Kenai Peninsula,1062,2016,3,10,69,2016-03-10,416.6,594.4,5.7,-4.8,-0.4,0,36,-2.45,-8.35,0,-5.4,417.6,416.6,1.75,-5.04,-1.645,7,594.4
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2016,3,11,70,2016-03-11,180.3,154.9,0.6,-7.8,-3.8,0,36,-8.63,-21.95,0,-15.29,181.3,180.3,-12.74,-16.63,-14.685,0,154.9
SNTL,AK,anchor river divide,Headwaters Anchor River (190203010701),1980-10-01,2024-05-02,59.86,-151.32,504,Kenai Peninsula,1062,2016,3,11,70,2016-03-11,416.6,594.4,4.4,-3.8,0.3,2.5,36,-6.36,-15.37,0,-10.865,417.6,416.6,-2.45,-8.35,-5.4,0,594.4
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2016,3,12,71,2016-03-12,180.3,154.9,1.5,-8.2,-2.4,0,36,-10.89,-24.34,0,-17.615000000000002,181.3,180.3,-8.63,-21.95,-15.29,0,154.9
SNTL,AK,anchor river divide,Headwaters Anchor River (190203010701),1980-10-01,2024-05-02,59.86,-151.32,504,Kenai Peninsula,1062,2016,3,12,71,2016-03-12,416.6,596.9,9.1,-3.4,1.1,0,36,-5.71,-16.94,0,-11.325,417.6,416.6,-6.36,-15.37,-10.865,0,594.4
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2016,3,13,72,2016-03-13,180.3,154.9,-3,-14.4,-8.7,0,36,-12.04,-25.06,0,-18.549999999999997,181.3,180.3,-10.89,-24.34,-17.615000000000002,0,154.9
SNTL,AK,anchor river divide,Headwaters Anchor River (190203010701),1980-10-01,2024-05-02,59.86,-151.32,504,Kenai Peninsula,1062,2016,3,13,72,2016-03-13,416.6,596.9,9.9,-5.1,1,0,36,-2.64,-15.8,0,-9.22,417.6,416.6,-5.71,-16.94,-11.325,0,596.9
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2016,3,14,73,2016-03-14,180.3,154.9,-9.9,-16.8,-14.1,0,36,-18.04,-28.36,0,-23.2,181.3,180.3,-12.04,-25.06,-18.549999999999997,0,154.9
SNTL,AK,anchor river divide,Headwaters Anchor River (190203010701),1980-10-01,2024-05-02,59.86,-151.32,504,Kenai Peninsula,1062,2016,3,14,73,2016-03-14,416.6,596.9,6.8,-3.8,-0.1,0,36,2.74,-13.13,0,-5.195,417.6,416.6,-2.64,-15.8,-9.22,0,596.9
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2016,3,15,74,2016-03-15,180.3,154.9,-7.9,-16.8,-13.3,0,36,-20.87,-28.55,0,-24.71,181.3,180.3,-18.04,-28.36,-23.2,0,154.9
SNTL,AK,anchor river divide,Headwaters Anchor River (190203010701),1980-10-01,2024-05-02,59.86,-151.32,504,Kenai Peninsula,1062,2016,3,15,74,2016-03-15,416.6,596.9,4.2,-3.1,-0.4,0,36,2.18,-12.14,0,-4.98,417.6,416.6,2.74,-13.13,-5.195,0,596.9
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2016,3,16,75,2016-03-16,180.3,154.9,-11.9,-15.9,-13.9,5.1,36,-19.83,-30.27,0,-25.049999999999997,181.3,180.3,-20.87,-28.55,-24.71,0,154.9
SNTL,AK,anchor river divide,Headwaters Anchor River (190203010701),1980-10-01,2024-05-02,59.86,-151.32,504,Kenai Peninsula,1062,2016,3,16,75,2016-03-16,416.6,596.9,-0.9,-5.8,-3.3,0,36,1.96,-12.83,0,-5.4350000000000005,417.6,416.6,2.18,-12.14,-4.98,0,596.9
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2016,3,17,76,2016-03-17,185.4,160,-12.8,-19.5,-16.7,0,36,-20.39,-30.93,0,-25.66,186.4,180.3,-19.83,-30.27,-25.049999999999997,0,154.9
SNTL,AK,anchor river divide,Headwaters Anchor River (190203010701),1980-10-01,2024-05-02,59.86,-151.32,504,Kenai Peninsula,1062,2016,3,17,76,2016-03-17,416.6,596.9,4.7,-8.1,-2.7,0,36,3.27,-9.25,0,-2.99,417.6,416.6,1.96,-12.83,-5.4350000000000005,0,596.9
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2016,3,18,77,2016-03-18,185.4,160,-14.9,-20.4,-18.3,0,36,-16.45,-30.2,0,-23.325,186.4,185.4,-20.39,-30.93,-25.66,0,160
SNTL,AK,anchor river divide,Headwaters Anchor River (190203010701),1980-10-01,2024-05-02,59.86,-151.32,504,Kenai Peninsula,1062,2016,3,18,77,2016-03-18,416.6,596.9,2.3,-7.1,-3.3,0,36,3.06,-3.01,4.04,0.02500000000000013,417.6,416.6,3.27,-9.25,-2.99,0,596.9
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2016,3,19,78,2016-03-19,185.4,160,-11.1,-22.1,-17.9,0,36,-9.55,-26.67,0,-18.11,186.4,185.4,-16.45,-30.2,-23.325,0,160
SNTL,AK,anchor river divide,Headwaters Anchor River (190203010701),1980-10-01,2024-05-02,59.86,-151.32,504,Kenai Peninsula,1062,2016,3,19,78,2016-03-19,416.6,596.9,0.6,-10.5,-5.5,2.5,36,4.9,-7.4,0,-1.25,417.6,416.6,3.06,-3.01,0.02500000000000013,4.04,596.9
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2016,3,20,79,2016-03-20,185.4,160,-3.6,-10.6,-7.6,0,36,-9.22,-22.7,0,-15.96,186.4,185.4,-9.55,-26.67,-18.11,0,160
SNTL,AK,anchor river divide,Headwaters Anchor River (190203010701),1980-10-01,2024-05-02,59.86,-151.32,504,Kenai Peninsula,1062,2016,3,20,79,2016-03-20,424.2,599.4,8.3,-6.8,0.3,5.1,36,4.73,-3.35,0,0.6900000000000002,425.2,416.6,4.9,-7.4,-1.25,0,596.9
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2016,3,21,80,2016-03-21,185.4,160,0.8,-10.2,-6.1,0,36,-10.17,-23.05,0,-16.61,186.4,185.4,-9.22,-22.7,-15.96,0,160
SNTL,AK,anchor river divide,Headwaters Anchor River (190203010701),1980-10-01,2024-05-02,59.86,-151.32,504,Kenai Peninsula,1062,2016,3,21,80,2016-03-21,424.2,604.5,10.2,-1.8,3.9,0,36,3.51,-3.87,0,-0.18000000000000016,425.2,424.2,4.73,-3.35,0.6900000000000002,0,599.4
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2016,3,22,81,2016-03-22,185.4,160,3.6,-9.7,-3.1,0,36,-9.21,-23.8,0,-16.505000000000003,186.4,185.4,-10.17,-23.05,-16.61,0,160
SNTL,AK,anchor river divide,Headwaters Anchor River (190203010701),1980-10-01,2024-05-02,59.86,-151.32,504,Kenai Peninsula,1062,2016,3,22,81,2016-03-22,419.1,604.5,7.1,-1.1,3.2,0,36,2.83,-3.84,9.86,-0.5049999999999999,420.1,424.2,3.51,-3.87,-0.18000000000000016,0,604.5
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2016,3,23,82,2016-03-23,185.4,160,6.8,-3.6,0.6,0,36,-12.01,-22,0,-17.005,186.4,185.4,-9.21,-23.8,-16.505000000000003,0,160
SNTL,AK,anchor river divide,Headwaters Anchor River (190203010701),1980-10-01,2024-05-02,59.86,-151.32,504,Kenai Peninsula,1062,2016,3,23,82,2016-03-23,419.1,604.5,8.8,-0.5,4.1,0,36,4.8,-8.65,0,-1.9250000000000005,420.1,419.1,2.83,-3.84,-0.5049999999999999,9.86,604.5
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2016,3,24,83,2016-03-24,185.4,160,5.7,-2.1,1.2,0,36,-10.07,-24.84,0,-17.455,186.4,185.4,-12.01,-22,-17.005,0,160
SNTL,AK,anchor river divide,Headwaters Anchor River (190203010701),1980-10-01,2024-05-02,59.86,-151.32,504,Kenai Peninsula,1062,2016,3,24,83,2016-03-24,419.1,604.5,8.4,1.2,3.8,0,36,6.16,-7.25,0,-0.5449999999999999,420.1,419.1,4.8,-8.65,-1.9250000000000005,0,604.5
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2016,3,25,84,2016-03-25,185.4,160,5.3,-0.5,1.8,0,36,-9.24,-23.5,0,-16.37,186.4,185.4,-10.07,-24.84,-17.455,0,160
SNTL,AK,anchor river divide,Headwaters Anchor River (190203010701),1980-10-01,2024-05-02,59.86,-151.32,504,Kenai Peninsula,1062,2016,3,25,84,2016-03-25,419.1,604.5,3.5,-1.3,1.1,0,36,5.29,-1.11,0,2.09,420.1,419.1,6.16,-7.25,-0.5449999999999999,0,604.5
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2016,3,26,85,2016-03-26,185.4,160,1.1,-2.2,-0.4,2.5,36,-8.15,-23.25,0,-15.7,186.4,185.4,-9.24,-23.5,-16.37,0,160
SNTL,AK,anchor river divide,Headwaters Anchor River (190203010701),1980-10-01,2024-05-02,59.86,-151.32,504,Kenai Peninsula,1062,2016,3,26,85,2016-03-26,419.1,604.5,6.8,-4.2,-0.2,0,36,5.58,-1.29,0,2.145,420.1,419.1,5.29,-1.11,2.09,0,604.5
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2016,3,27,86,2016-03-27,188,162.6,0.8,-5.2,-1.9,0,36,-6.91,-20.92,0,-13.915,189,185.4,-8.15,-23.25,-15.7,0,160
SNTL,AK,anchor river divide,Headwaters Anchor River (190203010701),1980-10-01,2024-05-02,59.86,-151.32,504,Kenai Peninsula,1062,2016,3,27,86,2016-03-27,419.1,604.5,3.7,-2.3,0.6,0,36,7.49,-4.06,0,1.7150000000000003,420.1,419.1,5.58,-1.29,2.145,0,604.5
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2016,3,28,87,2016-03-28,188,162.6,4,-4.2,-0.7,0,36,-1.81,-11.38,0,-6.595000000000001,189,188,-6.91,-20.92,-13.915,0,162.6
SNTL,AK,anchor river divide,Headwaters Anchor River (190203010701),1980-10-01,2024-05-02,59.86,-151.32,504,Kenai Peninsula,1062,2016,3,28,87,2016-03-28,419.1,604.5,3.7,1.2,2.2,7.6,36,3.09,-6.89,0,-1.9,420.1,419.1,7.49,-4.06,1.7150000000000003,0,604.5
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2016,3,30,89,2016-03-30,190.5,162.6,5.4,-4.9,0.4,0,36,-2.55,-15.99,0,-9.27,191.5,188,-1.81,-11.38,-6.595000000000001,0,162.6
SNTL,AK,anchor river divide,Headwaters Anchor River (190203010701),1980-10-01,2024-05-02,59.86,-151.32,504,Kenai Peninsula,1062,2016,3,30,89,2016-03-30,419.1,614.7,7.3,2.9,4.6,0,36,-2.35,-13.49,0,-7.92,420.1,419.1,3.09,-6.89,-1.9,0,604.5
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2016,3,31,90,2016-03-31,190.5,162.6,8.4,-4.3,2.6,0,36,3.42,-6.91,0,-1.745,191.5,190.5,-2.55,-15.99,-9.27,0,162.6
SNTL,AK,anchor river divide,Headwaters Anchor River (190203010701),1980-10-01,2024-05-02,59.86,-151.32,504,Kenai Peninsula,1062,2016,3,31,90,2016-03-31,406.4,614.7,12.2,4.2,7.3,0,36,-1.23,-13.56,0,-7.395,407.4,419.1,-2.35,-13.49,-7.92,0,614.7
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2016,4,1,91,2016-04-01,190.5,162.6,3.7,-7.4,-2.9,0,36,6.82,-0.48,0,3.17,191.5,190.5,3.42,-6.91,-1.745,0,162.6
SNTL,AK,anchor river divide,Headwaters Anchor River (190203010701),1980-10-01,2024-05-02,59.86,-151.32,504,Kenai Peninsula,1062,2016,4,1,91,2016-04-01,401.3,614.7,6.4,1.1,3.1,0,36,1.93,-12.05,0,-5.0600000000000005,402.3,406.4,-1.23,-13.56,-7.395,0,614.7
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2016,4,2,92,2016-04-02,190.5,162.6,4.2,-2.1,1.2,0,36,2.66,-2.99,5.86,-0.16500000000000004,191.5,190.5,6.82,-0.48,3.17,0,162.6
